id,source,canonical,project,component,context,note,scope,review_id,publication_status,reference,evidence_sha256,source_evidence
00b5ebf977af32cfaf68f561,About,Om,Mint-Upload,mintupload_sv.po,,Bilingual translation changed in reviewed commit: archive reviewed Swedish Mint Upload translation,project-context,73ebe110ae8ffbe63adaeec5,review-commit,https://github.com/yeager/translations/blob/48b4b0d33c529856e7c609a03cdceb62fcc57734/Mint-Upload/mintupload_sv.po,c19689aa4fe8c5914720b3a9bf869bfbfbec5c195c09610feba06204cabbf3f1,{}
021f8208367d9a21134dc541,Timestamp:,Tidsstämpel:,Mint-Upload,mintupload_sv.po,,Bilingual translation changed in reviewed commit: archive reviewed Swedish Mint Upload translation,project-context,d29eb7322e7da378b24bdf8b,review-commit,https://github.com/yeager/translations/blob/48b4b0d33c529856e7c609a03cdceb62fcc57734/Mint-Upload/mintupload_sv.po,c19689aa4fe8c5914720b3a9bf869bfbfbec5c195c09610feba06204cabbf3f1,{}
07586278308858fcf8f35563,Uploading the file...,Laddar upp filen...,Mint-Upload,mintupload_sv.po,,Bilingual translation changed in reviewed commit: archive reviewed Swedish Mint Upload translation,project-context,75b19715956ee7040311bb2e,review-commit,https://github.com/yeager/translations/blob/48b4b0d33c529856e7c609a03cdceb62fcc57734/Mint-Upload/mintupload_sv.po,c19689aa4fe8c5914720b3a9bf869bfbfbec5c195c09610feba06204cabbf3f1,{}
1008aa18ba5c6a65d7cb8673,Cancel upload?,Avbryt uppladdning?,Mint-Upload,mintupload_sv.po,,Bilingual translation changed in reviewed commit: archive reviewed Swedish Mint Upload translation,project-context,bed88a28cfbdd6b636012678,review-commit,https://github.com/yeager/translations/blob/48b4b0d33c529856e7c609a03cdceb62fcc57734/Mint-Upload/mintupload_sv.po,c19689aa4fe8c5914720b3a9bf869bfbfbec5c195c09610feba06204cabbf3f1,{}
2bc7cf8dc3eb63029196e418,Cancel,Avbryt,Mint-Upload,mintupload_sv.po,,Bilingual translation changed in reviewed commit: archive reviewed Swedish Mint Upload translation,project-context,ebe2d75c16706fbd26bae4b9,review-commit,https://github.com/yeager/translations/blob/48b4b0d33c529856e7c609a03cdceb62fcc57734/Mint-Upload/mintupload_sv.po,c19689aa4fe8c5914720b3a9bf869bfbfbec5c195c09610feba06204cabbf3f1,{}
34bb89ab815bb7e02a964ddb,Upload manager...,Uppladdningshanterare...,Mint-Upload,mintupload_sv.po,,Bilingual translation changed in reviewed commit: archive reviewed Swedish Mint Upload translation,project-context,e14a691d3f327bc571dd21ab,review-commit,https://github.com/yeager/translations/blob/48b4b0d33c529856e7c609a03cdceb62fcc57734/Mint-Upload/mintupload_sv.po,c19689aa4fe8c5914720b3a9bf869bfbfbec5c195c09610feba06204cabbf3f1,{}
3d0959b0395da5c5eeeb159d,Could not get available space,Kunde inte hämta tillgängligt diskutrymme,Mint-Upload,mintupload_sv.po,,Bilingual translation changed in reviewed commit: archive reviewed Swedish Mint Upload translation,project-context,a0274601f9ae86e0dc044aef,review-commit,https://github.com/yeager/translations/blob/48b4b0d33c529856e7c609a03cdceb62fcc57734/Mint-Upload/mintupload_sv.po,c19689aa4fe8c5914720b3a9bf869bfbfbec5c195c09610feba06204cabbf3f1,{}
522ae6eb43ef79599fc577d5,User:,Användare:,Mint-Upload,mintupload_sv.po,,Bilingual translation changed in reviewed commit: archive reviewed Swedish Mint Upload translation,project-context,48b9aea14d760c956ddac28e,review-commit,https://github.com/yeager/translations/blob/48b4b0d33c529856e7c609a03cdceb62fcc57734/Mint-Upload/mintupload_sv.po,c19689aa4fe8c5914720b3a9bf869bfbfbec5c195c09610feba06204cabbf3f1,{}
54e83aec2c52f7947d18af22,File uploaded successfully.,Uppladdning slutförd.,Mint-Upload,mintupload_sv.po,,Bilingual translation changed in reviewed commit: archive reviewed Swedish Mint Upload translation,project-context,24a19bfdc06fb3327c0c2c0d,review-commit,https://github.com/yeager/translations/blob/48b4b0d33c529856e7c609a03cdceb62fcc57734/Mint-Upload/mintupload_sv.po,c19689aa4fe8c5914720b3a9bf869bfbfbec5c195c09610feba06204cabbf3f1,{}
5739e94c95b2833ebf7fa090,"Username, defaults to your local username",Användarnamn; ditt lokala användarnamn används som standard,Mint-Upload,mintupload_sv.po,,Bilingual translation changed in reviewed commit: archive reviewed Swedish Mint Upload translation,project-context,e097a618c32461f5dba91067,review-commit,https://github.com/yeager/translations/blob/48b4b0d33c529856e7c609a03cdceb62fcc57734/Mint-Upload/mintupload_sv.po,c19689aa4fe8c5914720b3a9bf869bfbfbec5c195c09610feba06204cabbf3f1,{}
57c197c96fd3920e8fba9928,Close,Stäng,Mint-Upload,mintupload_sv.po,,Bilingual translation changed in reviewed commit: archive reviewed Swedish Mint Upload translation,project-context,3c723582c95c74cc1b080aef,review-commit,https://github.com/yeager/translations/blob/48b4b0d33c529856e7c609a03cdceb62fcc57734/Mint-Upload/mintupload_sv.po,c19689aa4fe8c5914720b3a9bf869bfbfbec5c195c09610feba06204cabbf3f1,{}
5aa8f5461c25e86b0aad5127,Type:,Typ:,Mint-Upload,mintupload_sv.po,,Bilingual translation changed in reviewed commit: archive reviewed Swedish Mint Upload translation,project-context,efa24296d0eeda2e1bd9ff17,review-commit,https://github.com/yeager/translations/blob/48b4b0d33c529856e7c609a03cdceb62fcc57734/Mint-Upload/mintupload_sv.po,c19689aa4fe8c5914720b3a9bf869bfbfbec5c195c09610feba06204cabbf3f1,{}
5d1cf2b9d99ca95d73d0807c,Timestamp format (strftime). By default:,Tidsstämpelformat (strftime). Standard:,Mint-Upload,mintupload_sv.po,,Bilingual translation changed in reviewed commit: archive reviewed Swedish Mint Upload translation,project-context,b9454e48f70a8f1a851ff51a,review-commit,https://github.com/yeager/translations/blob/48b4b0d33c529856e7c609a03cdceb62fcc57734/Mint-Upload/mintupload_sv.po,c19689aa4fe8c5914720b3a9bf869bfbfbec5c195c09610feba06204cabbf3f1,{}
675a49fa959030f073ed069b,Could not save configuration change,Kunde inte spara ändringarna i konfigurationen,Mint-Upload,mintupload_sv.po,,Bilingual translation changed in reviewed commit: archive reviewed Swedish Mint Upload translation,project-context,45c76e96f9140ef5c4f6376e,review-commit,https://github.com/yeager/translations/blob/48b4b0d33c529856e7c609a03cdceb62fcc57734/Mint-Upload/mintupload_sv.po,c19689aa4fe8c5914720b3a9bf869bfbfbec5c195c09610feba06204cabbf3f1,{}
6a1493049e7c2a88a532ec6a,_Help,_Hjälp,Mint-Upload,mintupload_sv.po,,Bilingual translation changed in reviewed commit: archive reviewed Swedish Mint Upload translation,project-context,2e824f5bdb4c33d2255c10b1,review-commit,https://github.com/yeager/translations/blob/48b4b0d33c529856e7c609a03cdceb62fcc57734/Mint-Upload/mintupload_sv.po,c19689aa4fe8c5914720b3a9bf869bfbfbec5c195c09610feba06204cabbf3f1,{}
7edb73bb32361fbb3b3c6c0d,Service name:,Tjänstens namn:,Mint-Upload,mintupload_sv.po,,Bilingual translation changed in reviewed commit: archive reviewed Swedish Mint Upload translation,project-context,b4c5e6d78bc8fd7c976c9acb,review-commit,https://github.com/yeager/translations/blob/48b4b0d33c529856e7c609a03cdceb62fcc57734/Mint-Upload/mintupload_sv.po,c19689aa4fe8c5914720b3a9bf869bfbfbec5c195c09610feba06204cabbf3f1,{}
7fb7fc17fb51df4eac2c2fcb,File larger than service's maximum,Filens storlek överskrider maxgränsen,Mint-Upload,mintupload_sv.po,,Bilingual translation changed in reviewed commit: archive reviewed Swedish Mint Upload translation,project-context,7581e40dc7d3bf117d181883,review-commit,https://github.com/yeager/translations/blob/48b4b0d33c529856e7c609a03cdceb62fcc57734/Mint-Upload/mintupload_sv.po,c19689aa4fe8c5914720b3a9bf869bfbfbec5c195c09610feba06204cabbf3f1,{}
80182bc79e90f2c39faf7824,Define upload services,Konfigurera uppladdningstjänster,Mint-Upload,mintupload_sv.po,,Bilingual translation changed in reviewed commit: archive reviewed Swedish Mint Upload translation,project-context,e57165ad4bcba79fc1d7c0a2,review-commit,https://github.com/yeager/translations/blob/48b4b0d33c529856e7c609a03cdceb62fcc57734/Mint-Upload/mintupload_sv.po,c19689aa4fe8c5914720b3a9bf869bfbfbec5c195c09610feba06204cabbf3f1,{}
